id,title,company,industry,location,salary,employment_type,experience,education,posted_date,closing_date,contact_email,contact_phone,apply_instructions,description,requirements,url,source
37933,Finance & Operations Supervisor,Kent Ridge International School,N/A,N/A,Negotiable,N/A,N/A,Educational (schools / universities etc.),N/A,22-Jan-2026,TO:hr.chenlaholdings@gmail.com,N/A,N/A,"Kent Ridge International School (KIS)
was
established
in
2015
to
become
a
school
of
scholars by nurturing young generation
to
be human resources that
are
full
of
knowledge
and
uphold
the
integrity. We
provide
comprehensive
and
challenging academic programs consisting
of
Singapore
and
Khmer curriculums
in
which students
are
able
to
unleash
their
potential, develop
their
talents,
and
maximize
their
capabilities
to
strive
for
excellence
and
more importantly being able
to
compete locally
and
internationally. Our students take
the
grade 9
and
grade 12 national exams
from
the Ministry
of
Education Youth
and
Sports,
Cambodia
and
the
IGCSE,
As
and
A
levels examinations
from
Cambridge.","#130, street 1011 corner street 1978, Sangkat Phnom Penh Thmei, Khan Sen Sok, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/finance_operations_supervisor_37933.html,BongThom
37934,HR & Admin Assistance,Secure A&D (Cambodia) Ltd.,International Business,N/A,$370 - $500 Based on Experience,N/A,"experienced in platforms Labour Centralized Management System (LACMS), Foreign Workers Centralized Management System (FWCMS) & (Self-Inspection Compliance Management System (SICMS).",N/A,N/A,22-Jan-2026,TO:melissasimmons@secureparking.com.kh,N/A,N/A,"We
are
now looking
for
qualified
candidate
to fulfill
the
position below:","#61-64,​​​​​​​​​​​​​​​ f​loor 6th, room 4, Preah Norodom Blvd.​ corner street 306, Sangkat Boeng Keng Kang Ti Muoy, Khan Boeng Keng Kang, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/hr_admin_assistance_37934.html,BongThom
37932,Sustainable Rice Platform Specialist,Wildlife Conservation Society,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,09-Jan-2026,TO:cprak@wcs.org,N/A,N/A,"The Wildlife Conservation Society (WCS)
is
a US non-profit, tax-exempt, private organization established
in
1895 that saves wildlife
and
wild places by understanding critical issues, crafting science-based solutions,
and
taking conservation actions that benefit nature
and
humanity.
With
more than
a
century
of
experience, long-term commitments
in
dozens
of
landscapes, presence
in
more than 60 nations,
and
experience helping
to
establish over 150 protected areas across
the
globe, WCS has amassed
the
biological knowledge, cultural understanding,
and
partnerships
to
ensure that vibrant, wild places
and
wildlife thrive alongside local communities.
Working
with local communities
and
organizations, that knowledge
is
applied
to
address species, habitat,
and
ecosystem management issues critical
to
improving
the
quality
of
life
of
poor rural people whose livelihoods depend
on
the direct utilization
of
natural resources.","No. 21, St. 21, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/sustainable_rice_platform_specialist_37932.html,BongThom
37931,Maintenance Supervisor,"Nangoku Agriculture Development (Japan-Cambodia) Joint Venture Co., Ltd.",N/A,N/A,$350 - $500,N/A,N/A,N/A,N/A,22-Jan-2026,TO:chamroeun.um@bayonheritage.com,071 455 0013,N/A,"We
are
now looking
for
qualified
candidate
to fulfill
the
position below:","#A21 One Park Shophouse, 2nd floor, Phum 1, Sangkat Srah Chak, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/maintenance_supervisor_37931.html,BongThom
37930,Various Positions,Family Health International (FHI 360),N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,10-Jan-2026,TO:sraiya@fhi360.org,012 652 725,N/A,"FHI 360
is
a nonprofit organization that mobilizes research, resources
and
relationships so that people everywhere can access
the
opportunities
they
need
to
lead full, healthy lives. We implement
projects
related
to
infectious diseases, health, education, economic strengthening
and
humanitarian response. Our staff
of
more than 2,000 experts
work
in over 50 countries around
the
world. FHI 360 currently has offices
in
40 countries
and
active registrations
in
69 countries.","#Air (GIA) Tower, Garden Lobby Entrance, Floor 12 , Street Sopheak Mongkul Corner of Koh Pich, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/various_positions_37930.html,BongThom
37924,IT Officer,Indochina Starfish Foundation,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,16-Jan-2026,N/A,023 424 263,N/A,"ISF
Cambodia
(ISF)
is
a Cambodian
based
charity
with
over 18
years
of experience using education
and
sport
to
change lives. Our aim
is
to make
a
fundamental
and
lasting change
in
the lives
of
some
of
the poorest
and
most disadvantaged children
and
their families
in
Cambodia.","#1310, St. 89BT, Chamreunphal Village, Sangkat Boeng Tumpun, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/it_officer_37924.html,BongThom
37926,"Teacher, Early Childhood Education, Teacher, English Language, and Teacher, Chinese Language","Singapore (Cambodia) International Academy Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,Educational (schools / universities etc.),N/A,22-Jan-2026,TO:careers@scia.edu.kh,N/A,N/A,"We
are
now looking
for
qualified
candidates
to fulfill
the
positions below:","#58, One Park Phnom Penh City Center,St R8, Sangkat Srah Chak, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/teacher_early_childhood_education_teache_37926.html,BongThom
37921,"Field Technical Coordinator, and Field Technical Assistant",HEKS Cambodia,N/A,N/A,"Annual Medical Package, NSSF, Personal Insurance and Direct family member (H&S and GPA), 13th Month Salary, and other benefits align to Cambodia Law.",N/A,N/A,N/A,N/A,04-Jan-2026,TO:cambodia@heks-eper.org,N/A,N/A,"HEKS/EPER employs around 600 full-time staff members. Its
work
is guided by
the
vision
of
a just world where peace prevails,
the
dignity
of
all people
is
respected,
and
natural resources
are
preserved. HEKS/EPER
is
active
in
25 locations
in
Switzerland
and
30 countries worldwide, running
more
than 380 programmes
and
projects
with
a total volume
of
138 million Swiss francs. Within
the
framework
of
Agenda 2030,
the
organisation focuses
on
four priority themes: ""Climate Justice,"" ""Right
to
Land
and
Food,"" ""Asylum
and
Migration,""
and
""Inclusion."" HEKS/EPER also provides humanitarian aid
to
victims
of
natural disasters
and
armed conflicts, aiming
to
bring about change
at
the social, economic,
and
political levels. HEKS contributes
to
improving
the
living conditions
of
people both domestically
and
internationally, advocating
for
their rights. It raises awareness
and
mobilizes society, politics, business,
and
churches.
In
2023, around 16 million people benefited
from
the
work
of HEKS/EPER.","# 23, Street 574/331, Sangkat Boeng Kak Ti Pir, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/field_technical_coordinator_and_field_te_37921.html,BongThom
37922,Invitation for Bidding for Student Capital Venture Program,Khmer Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KE to invite bidders for a detailed project briefing within one or two days after the closing date.,TO:procurement@khmerenterprise.info,N/A,N/A,"Khmer Enterprise (KE)
is
launching
the
Student Capital Venture
Program,
a
six‑month initiative designed
to
build ready teams
for
investment
and
networking among university student entrepreneurs,
with
student teams
as
primary beneficiaries.
The
selected
service
provider
will
design
and
implement
a
structured
program
that includes;","Business Development Center (BDC) Building, 9th Floor, OCIC Blvd, Sangkat Chroy Changvar, Khan Chroy Changvar, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/invitation_for_bidding_for_student_capit_37922.html,BongThom
37920,Participants,My Village,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,05-Jan-2026,TO:jobs@mvicambodia.org,088 8088 933,N/A,"My Village (MVi)
is
a Cambodian non-profit-non-government-organization which
was
founded
in
November 2006. MVi
is
working
in
northeast provinces
of
Cambodia, particular
in
Mondulkiri
and
Stung Treng Province.
The
main MVi
development
endeavors
is
to promote Indigenous People's rights
to
land, Fisheries, forestry, Natural Resource Management (NAM), Modern Agricultural Production
and
Market (MAP), Climate Change
and
Community Renewable Energy Options (CRE), Social Accountability (SAC)
and
community empowerment
in
partnership through
the
development
of
network
and
community groups, building women network
and
supporting
the
community
to
improve
their
livelihood status. Strengthen indigenous
and
local communities
to
become competent, fully recognized,
and
accountable local institutions
for
natural resource management
and
local development. Indigenous
and
local communities have
more
ownership
and
a better quality
of
life.","#90, St. 304, Sangkat Boeng Keng Kang Ti Pir, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/participants_37920.html,BongThom
37914,Medical Representative,"Golden Choice Co., Ltd",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,21-Jan-2026,TO:recruitment@dktmekong.org,N/A,N/A,"DKT International
is
a global not-for-profit organization
based
in Washington, DC,
and
is one
of
the world’s largest providers
of
family planning, HIV/AIDS prevention
and
safe abortion products
and
services. DKT combines private-sector marketing techniques, cutting-edge technologies,
and
creative advertising
to
ensure women
and
men have
the
products, knowledge
and
services
they
need when needed. DKT has offices
in
24 countries
and
covers over 57 markets. While
a
non-profit, non-governmental organization (NGO), DKT operates like
a
social enterprise.","The Olympia 17th Floor, Sangkat Veal Vong, Khan Prampir Meakkakra, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/medical_representative_37914.html,BongThom
37918,"Construction Advisor, and Field Education Project Officer",Save the Children International,N/A,N/A,Negotiable,N/A,N/A,BRACE will strengthen coordination on climate change and education with a focus on financing to support the sustainability of the interventions in Cambodia.,N/A,04-Jan-2026,TO:jobs.cambodia@savethechildren.org,N/A,N/A,"We employ approximately 25,000 people across
the
globe
and
work
on
the ground
in
over 100 countries
to
help children affected by crises,
or
those that
need
better healthcare, education
and
child protection. We also campaign
and
advocate
at
the highest levels
to
realise
the
right
of
children
and
to ensure
their
voices
are
heard.","P.O. Box 34, Villa 5, Street 242, Sangkat Chakto Mukh, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/construction_advisor_and_field_education_37918.html,BongThom
37916,Sales Administrative,"Signature Rice Co., Ltd.",N/A,N/A,$300,N/A,N/A,N/A,N/A,21-Jan-2026,TO:info@signaturerice.com,012 440 844,N/A,"Signature Rice Co., Ltd. (SR) has changed
the
name
from
Signatures
of
Asia Co., Ltd. (SOA) established in 2007 as an agricultural trading and had officially exported conventional rice to European market and become to top 10 rice exporters in Cambodia. Due to demanding of parboiled rice SOA had joined ventured with Netherland company to build the facility in 2014. SOA had diversified its product to organic rice and organic palm sugar through contract farming by actively promoted and exported them to worldwide and locally in 2015.","#A23, One Park Building, Floor 2, St. 566, Phum 1, Sangkat Srah Chak, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/sales_administrative_37916.html,BongThom
37913,"Operation Manager, and Store Supervisor","Maison Retail Management International Co., Ltd",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,21-Jan-2026,TO:sokpichly@maisonrmi.com,096 970 7103,N/A,"We
are
now looking
for
qualified
candidate
to fulfill
the
position below:","Vattanac Capital Tower, Level 6, Suite 0606, 66 Monivong Boulevard, Sangkat Wat Phnum, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/operation_manager_and_store_supervisor_37913.html,BongThom
37912,"Social Care Nurse, and HR Officer",Intercare Hospital,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,21-Jan-2026,TO:recruitment@intercarehospital.com,087 673 055,N/A,"Apply Now
Workplace Circumstances
Environment:
Healthcare (hospitals, medical centers etc.)
Languages:
Khmer, English
Location:
Phnom Penh
Position Circumstances
Career Category:
Health/Medical
Schedule:
Full-time
Salary:
Negotiable
Position Summary
Department : Respite
services
and IMEC BD
Location : Intercare Hospital
Direct Reports
To
: Clinical Lead /
Service
Manager
Works Closely
with
:
All
Departments
Overall Purpose
of
The Job
We
are
seeking compassionate
and
empathetic Registered Nurses
to
join our multidisciplinary team.
The
ideal
candidates
will
be
passionate about holistic care, skilled
in
clinical practice,
and
enthusiastic about engaging
service
users
in
creative
and
therapeutic activities.
This
role involves caring
for
both short-stay
and
day
service
users
in
a vibrant, socially stimulating environment.
This
is
an exciting
opportunity
to help
in
molding, developing
and
running
this
brand-new
service
offer here
in
Cambodia. You
will
be
a
part
of
a unique way
of
delivering social
and
health care
to
local people
as
well
as
foreigners
and
expats.
Duties & Responsibilities:
Deliver safe, high-quality nursing care
in
accordance
with
Cambodian nursing regulations
and
international standards.
Act
as
an advocate
for
all
service
users, ensuring dignity, respect,
and
person-centered care.
Support
service
users
in
maintaining
and
improving
their
physical
and
mental well-being.
Administer medications,
monitor
health conditions,
and
respond
to
medical needs.
Collaborate
with
therapists, activity coordinators,
and
social care staff
to
create personalized care plans.
Facilitate
and
participate
in
arts, crafts,
and
recreational
activities
to promote engagement
and
skill development.
Maintain accurate documentation
in
English
and
Khmer, including care records, assessments,
and
reports.
Communicate effectively
with
service users, families,
and
the wider care team.
Promote
a
culture
of
empathy, inclusion,
and
continuous improvement.
Benefits:
A unique
opportunity
to
be
part
of
Cambodia’s first integrated social care service.
A supportive
and
innovative
work
environment.
An inclusive
role
within
a
new team
An international standard workplace
in
a modern complex
Career opportunities across
the
whole service
All our
services
follow Cambodian Labor Law
Ongoing training
and
development.
Competitive salary
and
benefits.
The chance
to
make
a
meaningful impact
on
the lives
of
service users
and
their families.
Expected Profile of Candidates
Work History:
Nursing experience for  1 year
as a minimum
Skills & Knowledge:
General & Technical Skills
Valid Cambodian Nursing Registration.
Proficient
in
both Khmer
and
English (spoken
and
written).
Interest
or
experience
in
arts, crafts,
and
therapeutic activities.
Soft Skills
Strong interpersonal
and
communication skills.
Demonstrated empathy, patience,
and
advocacy
for
vulnerable adults.
Ability
to
work collaboratively
in
a multidisciplinary team.
Commitment
to
professional
development
and
high
standards
of
care.","#C5 The Olympia City, 12th floor, Street 161, Village 7, Sangkat Veal Vong, Khan Prampir Meakkakra, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/social_care_nurse_and_hr_officer_37912.html,BongThom
